PSNR,SSIM
28.496738545950812,0.887955367565155
33.10519553918782,0.9069631695747375
26.553939820820812,0.7433085441589355
30.548253848652887,0.8521263599395752
31.5830801525259,0.825146496295929
27.013929670298005,0.8339376449584961
31.141281818495997,0.8414807915687561
29.454983050611037,0.8285321593284607
37.01713973416491,0.9273770451545715
28.543218405416827,0.850017249584198
26.85121117673686,0.8676121830940247
35.85852641764838,0.8731526732444763
33.97634914179449,0.8801806569099426
33.09660699151527,0.8625468611717224
27.868686163273573,0.844651997089386
36.07980593196057,0.9388174414634705
31.67372008535383,0.8412800431251526
34.99820328927788,0.9236502647399902
35.026405608429044,0.9044639468193054
34.26441919544008,0.9315230250358582
30.17990609609238,0.7533753514289856
29.09081817425587,0.8087570071220398
34.18245356816044,0.878429651260376
24.707732739563603,0.6887364983558655
34.29995161231675,0.8771033883094788
25.33650226311697,0.7703043818473816
29.494541710817415,0.8393294811248779
30.04493775996306,0.8168618679046631
27.46900045909286,0.8540782928466797
28.990962545165967,0.8798255920410156
28.70848783790158,0.8705437779426575
34.178336534147604,0.9097473621368408
29.0292856537145,0.8050495982170105
27.344166931740276,0.8738242983818054
35.27690727926614,0.9723394513130188
30.335730121464998,0.9185364246368408
28.49627926353793,0.8477848172187805
32.398889186047185,0.9397357106208801
29.535505233392513,0.8475573658943176
34.365319720964195,0.9413628578186035
30.574295161115046,0.9260546565055847
30.271762979584828,0.9093325138092041
34.43167105175087,0.9337491393089294
29.982918283814524,0.9076985716819763
30.823600099094026,0.9032689929008484
36.7451448756485,0.9557573795318604
34.19752507600482,0.9534031748771667
31.346079196420416,0.8993644118309021
31.534574998736975,0.9485504627227783
30.38309943210234,0.9219894409179688
28.16078224902995,0.9100596904754639
27.839804274980374,0.9135162234306335
32.261623552219326,0.8726159930229187
26.00234959610722,0.7419392466545105
32.1213748678379,0.9424387812614441
25.62105197113503,0.8155660629272461
28.424760426837747,0.878368079662323
31.034859234631547,0.873199999332428
31.38172627658779,0.9034128189086914
28.26999004546236,0.9011704921722412
29.360107573120903,0.8460640907287598
28.51635938792741,0.891178548336029
28.650333021143076,0.8005369305610657
26.19424724178934,0.7456478476524353
30.55366518074861,0.9233436584472656
32.89809758098106,0.9296565055847168
33.61224190167463,0.9237279891967773
32.88750061077765,0.9133706092834473
28.760782671012258,0.8953618407249451
30.083453484486856,0.9083046913146973
25.28346824377119,0.8652393817901611
34.61399563081323,0.9407921433448792
28.470439769122095,0.8794191479682922
35.490993624432996,0.9587504863739014
34.43803806420776,0.9517642855644226
26.970792810531776,0.8722855448722839
25.908569722119395,0.9177071452140808
35.83668198967431,0.976874053478241
30.54018945074454,0.8576469421386719
32.201639975734324,0.8027410507202148
25.630761061717106,0.7769123911857605
29.045188729331986,0.8887486457824707
32.29773897107979,0.920361340045929
29.59216720287173,0.9063448309898376
29.376724088412413,0.9067597389221191
32.22677120041814,0.8410874009132385
28.54972823707429,0.8096897006034851
24.744214799316687,0.794529139995575
26.92305251316022,0.7773907780647278
33.70747969434378,0.9436330795288086
29.524111677621793,0.8518794178962708
27.290406128491615,0.9153630137443542
29.62758951593105,0.8857032656669617
28.192277688201326,0.8366772532463074
33.1287570567718,0.9431071281433105
28.898840340653308,0.8759016990661621
25.193969003623266,0.8169858455657959
32.08566029410264,0.8864561915397644
31.872951528029606,0.9166951775550842
29.690900440736026,0.856673002243042
32.110874952757705,0.9072408676147461
31.43484867482811,0.8739927411079407
29.33417139457594,0.8901087641716003
30.836751982031757,0.849845826625824
28.347581243794234,0.8496644496917725
31.809750464311154,0.8829430937767029
29.681661125256372,0.9362176060676575
26.446198263325478,0.8402476906776428
31.85580225074027,0.8782558441162109
28.39689261442059,0.9063645005226135
33.76732665161353,0.9331558346748352
32.20465421510316,0.9095335602760315
37.668498330852806,0.9634191393852234
27.654049360701357,0.8664566874504089
27.52748009847953,0.8699600100517273
34.40647276786177,0.9308619499206543
26.4935439364681,0.8180795311927795
