PSNR,SSIM,LPIPS Alex
25.566464300720575,0.9187755584716797,0.007655813824385405
26.650864959205947,0.9065448641777039,0.004867830313742161
28.319917247329297,0.9548889994621277,0.004884238354861736
23.208517967716674,0.8824381828308105,0.01129245012998581
28.5965471459747,0.8996498584747314,0.0027657258324325085
31.69388283446601,0.9604738354682922,0.003722993191331625
27.607613796457535,0.911864697933197,0.006558758672326803
25.541830035239844,0.8898090720176697,0.00758960610255599
25.748134386064695,0.9394699931144714,0.009368962608277798
26.599318897131386,0.8867294192314148,0.014848464168608189
27.55667867409274,0.9256463050842285,0.0038007099647074938
25.28587329786194,0.9211803078651428,0.011656362563371658
26.088987513267984,0.8953154683113098,0.01365600898861885
30.109263045429806,0.948008120059967,0.00254142377525568
28.453372679037635,0.8877620697021484,0.0027019064873456955
28.726778918264163,0.881109893321991,0.0027313195168972015
24.078020581420155,0.86776202917099,0.007714121602475643
31.579535820380165,0.9371492266654968,0.002154305810108781
31.305452378828047,0.9248635768890381,0.001341826282441616
27.335252991112622,0.9102602601051331,0.0039198859594762325
26.49072159579682,0.8993678092956543,0.013222094625234604
21.61982840647722,0.7828906178474426,0.0264592282474041
28.13621253661807,0.9383054375648499,0.0050479755736887455
28.198416448017806,0.9102628827095032,0.002607910893857479
26.380219960757145,0.8852141499519348,0.004523338750004768
29.098159036781134,0.8787453770637512,0.0014775166055187583
25.900671626676196,0.9229252338409424,0.012755080126225948
29.734704546258154,0.9530148506164551,0.0035193522926419973
24.686829424512364,0.9055681824684143,0.006370270624756813
26.895992598615006,0.8655344843864441,0.008424782194197178
30.522477110556462,0.9504899978637695,0.011796162463724613
27.130584447366427,0.9132315516471863,0.012316112406551838
30.04319007800845,0.939997673034668,0.00385464821010828
26.718992413702438,0.9044240117073059,0.003945315722376108
27.083801254773483,0.9185929298400879,0.006306916940957308
26.141888340787315,0.9090277552604675,0.008511139079928398
28.69915846968881,0.8565791249275208,0.010252634063363075
22.93170588873498,0.7905556559562683,0.03750715032219887
31.35227437833823,0.924934446811676,0.0014330926351249218
29.90891872921037,0.9484961032867432,0.006353446282446384
28.94357421707246,0.8972806930541992,0.007911770604550838
30.199917431181117,0.9625611901283264,0.0030012603383511305
24.31143560231186,0.9036288261413574,0.012818695977330208
30.968562676059186,0.9160416126251221,0.0021338078659027815
29.867369653521205,0.9470580220222473,0.0020474866032600403
30.52955951414868,0.9366373419761658,0.0020349319092929363
30.0202444902246,0.9010650515556335,0.0035650439094752073
26.094706880271936,0.9065402150154114,0.014368439093232155
30.13960081611158,0.9633102416992188,0.0034054850693792105
28.546416292905548,0.9299343228340149,0.006952798925340176
26.34839941524107,0.8676388263702393,0.017042027786374092
21.667614525389173,0.8323990702629089,0.01189372967928648
26.077287851063712,0.7868172526359558,0.025821875780820847
28.40008685131008,0.9285266995429993,0.005605530459433794
29.78357384843719,0.9143930077552795,0.008970709517598152
27.384543478143275,0.8576660752296448,0.013660356402397156
30.172793526079595,0.9544454216957092,0.0052936929278075695
29.27792282647753,0.9028790593147278,0.0023404203820973635
28.065588279186535,0.944338858127594,0.008856348693370819
25.958394755645877,0.9102994799613953,0.008514037355780602
24.860991826572153,0.8806406855583191,0.008854765444993973
26.142238928811757,0.8731493353843689,0.008129973895847797
29.637782696386733,0.9205126166343689,0.004001683089882135
29.686826855254523,0.9583324790000916,0.002844851464033127
27.484162329986518,0.9219539165496826,0.0092746177688241
27.480591167346304,0.9164770245552063,0.0056647188030183315
23.361686375554758,0.8960258960723877,0.007489266339689493
25.40799975859678,0.913500964641571,0.01930149272084236
28.598061378237745,0.9156804084777832,0.0075273895636200905
29.060227277886437,0.9166841506958008,0.002908729948103428
28.09063711841317,0.8544058203697205,0.01262972317636013
29.108318234553852,0.9404597878456116,0.007184844464063644
30.954956240792825,0.9541015028953552,0.0012656061444431543
23.76129672078511,0.8901076912879944,0.013693861663341522
28.96302957234084,0.892130434513092,0.004529266152530909
22.284261320590424,0.8798348307609558,0.018865786492824554
26.669935606486877,0.8758475184440613,0.00396824860945344
24.58036665439859,0.9125410914421082,0.007870344445109367
29.6092562569751,0.8830611109733582,0.003381546353921294
25.070007748645992,0.895847737789154,0.02620026469230652
27.713309661941295,0.9000985026359558,0.01650167629122734
29.844790976182487,0.9140083193778992,0.002644372172653675
27.108149742128376,0.880052387714386,0.011310277506709099
23.99094610731217,0.8841395974159241,0.01734866015613079
27.20266042630104,0.9473702311515808,0.01335705816745758
30.24813660648197,0.938988983631134,0.0021617207676172256
28.483608273501495,0.873384952545166,0.005345051176846027
29.249351087856233,0.9546801447868347,0.002842863090336323
25.22591446262983,0.9308695793151855,0.01750459149479866
28.4870268369763,0.9159293174743652,0.004867096431553364
27.448598053515767,0.853172779083252,0.0039916024543344975
27.614144893760994,0.8968701958656311,0.006374318152666092
26.797877102495068,0.9160943031311035,0.0148091409355402
27.94773696863164,0.8786640167236328,0.0015574104618281126
29.25847373364865,0.9157398343086243,0.0033413029741495848
30.658933322712144,0.9466904997825623,0.001696595805697143
27.47273126018125,0.8677887320518494,0.014249992556869984
26.144582269887216,0.9221970438957214,0.003079630434513092
30.66574273707117,0.9545279145240784,0.003107371972873807
27.278333514104943,0.9028918147087097,0.008272049948573112
25.285303009970793,0.8508513569831848,0.021463543176651
27.029029058641076,0.9011006355285645,0.008539148606359959
23.811932484629956,0.8539498448371887,0.01924414560198784
24.97277019111952,0.8683032989501953,0.012958364561200142
25.251011368215703,0.9179158210754395,0.014756479300558567
27.7768872451611,0.9394872784614563,0.023516958579421043
25.555670701448964,0.8932867050170898,0.013724093325436115
25.22202342074504,0.8784792423248291,0.02662566676735878
27.125538280011263,0.8623096942901611,0.043507687747478485
26.448255852861287,0.9013797640800476,0.019930576905608177
23.170068164570445,0.845943033695221,0.015990344807505608
27.290829591627528,0.9157535433769226,0.029183924198150635
28.705403169060837,0.8327071070671082,0.005593314301222563
27.26289995540583,0.8091281056404114,0.04067730903625488
29.384966807863858,0.8355233073234558,0.022846588864922523
25.405818322279274,0.8784454464912415,0.007510674186050892
25.405539771288748,0.8354339599609375,0.04895904287695885
26.629741274007856,0.8351262211799622,0.012531613931059837
27.82243960273222,0.8817728161811829,0.017215799540281296
27.906192878413595,0.8748621344566345,0.0060144634917378426
27.182944555016306,0.9323441386222839,0.02422831580042839
28.25943777417016,0.9112482070922852,0.018237151205539703
25.88739731288388,0.899324357509613,0.017080461606383324
28.480915174345775,0.9292213320732117,0.005128053016960621
24.7151743157931,0.8539907336235046,0.009066675789654255
24.323461655458285,0.8876410126686096,0.012147776782512665
25.37542945237066,0.8690465092658997,0.013822751119732857
28.617814822124927,0.899283230304718,0.005355163011699915
28.268065645696645,0.8030211329460144,0.01025945134460926
22.80616570926018,0.8397268652915955,0.010574953630566597
27.778210967665473,0.8861625790596008,0.02177601493895054
25.910192880978585,0.8821539282798767,0.010638957843184471
26.226277805639295,0.8550877571105957,0.022779403254389763
27.503026122103474,0.9284644722938538,0.018232420086860657
26.681502490854157,0.8998022675514221,0.015118786133825779
27.71003782147573,0.8921802639961243,0.029763199388980865
24.447112163231605,0.9059038162231445,0.01979837194085121
25.703756905348033,0.8356067538261414,0.04920155555009842
26.13837101113521,0.844782829284668,0.02351028099656105
24.446046224215063,0.8671253323554993,0.006225593853741884
27.59296046223814,0.8913000226020813,0.016400985419750214
25.52749565287881,0.8952786326408386,0.006298013962805271
24.89080514844205,0.878736674785614,0.029735814779996872
28.55124253457494,0.8654093742370605,0.004720000084489584
25.543386125942135,0.892859935760498,0.016766028478741646
27.961047325704694,0.890315055847168,0.01430517714470625
27.54852486907584,0.8394467234611511,0.01735386811196804
25.915469684504366,0.9125370383262634,0.029540231451392174
24.136232515582382,0.814964771270752,0.04657427966594696
25.901357622653034,0.8495535850524902,0.03503083065152168
26.768704014798303,0.9148963093757629,0.01509831752628088
25.795928520146273,0.8111618161201477,0.01668662205338478
28.04688788727978,0.8461869359016418,0.004567242227494717
27.567046080854034,0.8033824563026428,0.02064812183380127
27.479601574332086,0.8698878884315491,0.00827750563621521
22.688323826097964,0.8447453379631042,0.014411544427275658
27.666606983343733,0.9197101593017578,0.03435017168521881
28.758245198944334,0.936683177947998,0.0065103815868496895
24.68859815308187,0.8088430762290955,0.015385927632451057
27.181660796612196,0.9139013886451721,0.015305687673389912
26.404623520447295,0.8961448073387146,0.0024408758617937565
23.177873235915136,0.86209636926651,0.019420385360717773
24.79015684812746,0.8399389386177063,0.035605717450380325
24.576706943298326,0.8841107487678528,0.01972643844783306
29.558725848331186,0.9014976620674133,0.007380354218184948
23.607032697758935,0.8934869766235352,0.01459162961691618
29.425518822721514,0.9224648475646973,0.01041503343731165
27.24856110528716,0.899458110332489,0.004877523519098759
25.281154163913193,0.8006250262260437,0.044738177210092545
25.12241614130563,0.869772732257843,0.01453324593603611
26.05650790426173,0.8407562375068665,0.014247391372919083
25.927664554619163,0.830858051776886,0.025593295693397522
26.998753001625765,0.9240486025810242,0.012208471074700356
24.234284573448726,0.8589193820953369,0.019418001174926758
25.583760819327594,0.9341043829917908,0.014312907122075558
25.390770581346814,0.8670350909233093,0.03035271354019642
27.61203986137715,0.8880910873413086,0.00590464286506176
26.714246552573325,0.850395917892456,0.01411981787532568
27.591316159965594,0.8497570157051086,0.021934261545538902
23.820499338890478,0.8275165557861328,0.020266389474272728
23.510109824852684,0.8692641258239746,0.029187753796577454
23.08067640145441,0.8759158253669739,0.013956080190837383
28.657783991945045,0.9555252194404602,0.010665388777852058
22.2390019612668,0.845355212688446,0.015222586691379547
23.394548156824722,0.764610767364502,0.011649525724351406
27.78113425551225,0.9275712370872498,0.006311155389994383
27.232966868456575,0.911196231842041,0.009641430340707302
24.301668645731333,0.8422994613647461,0.015606354922056198
24.89943433252975,0.8363702297210693,0.03837694972753525
28.23635570142431,0.8714542984962463,0.005248296074569225
27.049804789464297,0.85996013879776,0.03504018858075142
27.529530565357764,0.8971164226531982,0.0069980137050151825
24.979652319279868,0.8423545360565186,0.01367417722940445
28.544049449864502,0.889118492603302,0.024005085229873657
27.007846841438386,0.8802550435066223,0.006233796011656523
25.813284316628096,0.9182274341583252,0.013754128478467464
24.802505161705906,0.8080293536186218,0.02086467482149601
26.111615786623368,0.8768693804740906,0.008677138015627861
27.108615417983877,0.8244850039482117,0.007332387380301952
24.314495820033777,0.8373019099235535,0.013298232108354568
27.54275503615405,0.9399497509002686,0.016927596181631088
28.10116500040572,0.915236234664917,0.00636637955904007
27.59996013920893,0.9391010403633118,0.008762062527239323
27.469511099527992,0.8950462937355042,0.02601809613406658
24.306354964682193,0.8987683653831482,0.021638788282871246
25.58860919542304,0.8974792957305908,0.037674520164728165
26.341978938097323,0.9247304797172546,0.02540595270693302
28.457351242124354,0.9270429611206055,0.010524117387831211
25.255596492435277,0.9153043627738953,0.012176409363746643
28.233694485501793,0.9340915679931641,0.023387137800455093
24.99883150857339,0.8435265421867371,0.013743299059569836
24.05270955984127,0.8963019847869873,0.006940410938113928
27.780640546196096,0.9295406937599182,0.028714638203382492
27.278099966499525,0.9508369565010071,0.011624610982835293
24.764135361704906,0.8484370112419128,0.010437589138746262
28.974430535934378,0.9289119243621826,0.008650604635477066
28.185592970497744,0.936491072177887,0.010825447738170624
24.62903254637496,0.8443307876586914,0.02649008110165596
29.604293844733128,0.9082241654396057,0.011265113949775696
28.27710119268312,0.9364480376243591,0.004873167723417282
24.99324142598696,0.9000597596168518,0.007506695110350847
22.760920469619638,0.8768196702003479,0.02006010338664055
24.53224503659736,0.8809792399406433,0.01335896085947752
27.681274821076034,0.9228670597076416,0.027488794177770615
23.7873875023667,0.8719132542610168,0.021226778626441956
22.658686874514267,0.8940003514289856,0.015976576134562492
26.74320006656672,0.910775363445282,0.02107710763812065
24.14535096271168,0.8602523803710938,0.015018641948699951
25.11009841470016,0.9147335886955261,0.031140470877289772
26.431937754414466,0.799506664276123,0.01807052455842495
23.97640181037952,0.8902567028999329,0.006480651907622814
28.454779123064,0.9016403555870056,0.0067339795641601086
26.044185991478823,0.9237328171730042,0.010609608143568039
28.670509604049453,0.9370778203010559,0.02075500413775444
30.529581980058506,0.9323815703392029,0.005520482547581196
26.017399888785544,0.9405109882354736,0.025688499212265015
26.290221171576555,0.9158079028129578,0.024700988084077835
28.334536351301214,0.9430854916572571,0.01763266511261463
25.617697514338417,0.8687025904655457,0.03146570175886154
28.14910691880015,0.9335477352142334,0.016577022150158882
26.527842824429374,0.8657121062278748,0.012173079885542393
25.784176841167064,0.9447900652885437,0.01693566143512726
25.60445734411935,0.9104509353637695,0.019952068105340004
26.621143402507403,0.9374846816062927,0.014863312244415283
27.423047753961768,0.9145190119743347,0.017058704048395157
26.934211057832602,0.9121243953704834,0.017175491899251938
28.91192389912391,0.9170491099357605,0.022698737680912018
26.0430258131295,0.8416498303413391,0.02037002518773079
22.029098251593197,0.7656416893005371,0.010144258849322796
31.183074242672948,0.9709434509277344,0.0034930151887238026
25.64778692671494,0.8343480229377747,0.03576057031750679
27.997539791236925,0.9561842083930969,0.015479851514101028
