PSNR,SSIM
14.651324928490912,0.5716959834098816
15.347544523191768,0.629206657409668
15.42945803396616,0.7164838910102844
16.250985537482464,0.556513786315918
12.839448210672312,0.5393238663673401
18.00355194475678,0.7145872712135315
18.604146784378912,0.7013747096061707
17.856112491065996,0.6652682423591614
18.80831562575063,0.7598176002502441
19.30910123477998,0.6927638053894043
15.177894253145112,0.6779133677482605
17.916568525805843,0.7044164538383484
17.806438261645635,0.6281762719154358
14.894048303658671,0.7261652946472168
13.828605437676043,0.5704072117805481
11.796769224845312,0.4713837802410126
16.393533636668913,0.5357750058174133
14.710583841192184,0.5973338484764099
14.320475151794103,0.5456126928329468
14.170778672375983,0.5874872803688049
17.685253766769073,0.6911611557006836
15.724772286609683,0.5736286640167236
15.425085021118992,0.6825705170631409
13.294663446216571,0.5752888321876526
15.400451250938502,0.5721046924591064
13.183654598666594,0.5180822610855103
18.25752503420126,0.679857075214386
15.747340800739755,0.7302971482276917
17.565841905275352,0.6348690390586853
15.417922206202698,0.6057891249656677
18.56592697021201,0.7765892148017883
19.31621548848845,0.7682642936706543
15.814743602518169,0.7157360911369324
12.521390946769362,0.4834815561771393
16.882347453407405,0.6616018414497375
17.07527231369103,0.7303850650787354
18.879712486639335,0.5322476029396057
17.147666264206617,0.5264222025871277
15.181983408242505,0.652272641658783
15.811764994239967,0.7478017807006836
14.30498056118852,0.5534549355506897
15.640595779223405,0.7630634903907776
16.582006483867154,0.6166095733642578
15.186566955653714,0.5947091579437256
13.952292469999811,0.6560440063476562
15.581286209172124,0.6897390484809875
13.398911062568724,0.6061757206916809
15.016001937805058,0.5866789221763611
16.997596806050083,0.8104978203773499
15.26403362390697,0.7545332312583923
17.691790399457265,0.5970777869224548
15.95469411477638,0.542508065700531
17.58753002518288,0.5510835647583008
14.132609615119254,0.49307921528816223
15.022496569877186,0.6393315196037292
19.524209960035968,0.6733573079109192
17.487605757933522,0.7944145202636719
15.117389570943505,0.627067506313324
15.515637022378082,0.7711723446846008
17.792033974275,0.677793562412262
12.874970177241355,0.5138764977455139
13.472582423362027,0.4863322079181671
16.845564132563698,0.64395672082901
15.852105242522889,0.7559823989868164
14.626928234932539,0.5870617032051086
14.122721404371859,0.6543635725975037
17.24715114331357,0.6249181628227234
17.298630927662828,0.6314103603363037
16.88322939409679,0.5477007627487183
13.904746298266504,0.6016820073127747
16.75154105657606,0.6202139854431152
15.380887157905383,0.6669287085533142
13.457569816784694,0.6507111191749573
17.461186513656173,0.6025071144104004
15.323360542703677,0.5670074820518494
16.473657647295767,0.6399428248405457
13.430645811047128,0.5390436053276062
16.035674107237618,0.5696054100990295
13.604394366881374,0.5951546430587769
18.241549939169023,0.7136631608009338
18.028710453807346,0.6431128978729248
13.023221654946758,0.54953932762146
16.807258494623873,0.6387136578559875
16.54202952842898,0.5028632283210754
18.381294443063975,0.8042714595794678
15.392583011702826,0.693638265132904
14.928944244904955,0.5578368306159973
16.06424620039782,0.7940187454223633
18.10225294302616,0.7521578669548035
12.736127147510599,0.5143337249755859
13.853040759644097,0.5397352576255798
16.585303259386354,0.5473700165748596
18.85051354016082,0.6767494678497314
12.291826152387655,0.5256233215332031
14.526111548075074,0.6413342952728271
15.65639585636002,0.6790754199028015
17.313673363112972,0.6270202398300171
15.041372802941474,0.6929171681404114
15.270868902755286,0.6724893450737
16.364562911568893,0.6843011379241943
17.410785606985925,0.598232090473175
16.267882638830045,0.5913817286491394
14.66345237781444,0.37687841057777405
16.988868236172237,0.6148430705070496
15.584054319307533,0.5175183415412903
20.165397427519594,0.73800128698349
17.706602649657004,0.6596338152885437
13.800857926301358,0.5798784494400024
15.436845197321587,0.6032834649085999
15.097030919960678,0.6255554556846619
16.00048951078484,0.5553341507911682
22.044688089689977,0.7798497676849365
16.991216191072077,0.5734482407569885
19.18869749952395,0.41318610310554504
17.580073509988885,0.6422958970069885
17.591230597669057,0.5761724710464478
19.893646594017525,0.6807013154029846
20.008577279453938,0.6408494114875793
18.53163520647402,0.7003230452537537
16.809970860696478,0.5937880873680115
19.36229120751332,0.6846117377281189
18.876491223588808,0.7440142631530762
17.796320021675342,0.7173175811767578
18.06557939950392,0.7388784289360046
16.571800027097087,0.5250470638275146
16.93165505530008,0.609779417514801
15.500935532215967,0.4636143743991852
21.07570028199783,0.723669707775116
17.40787691046964,0.5802891850471497
9.321021823795366,0.2579288184642792
19.502805057089518,0.6435105204582214
18.163009241033517,0.5445957779884338
